Word//word combination	Sentiment scores
ефективний	1.19
ефективно	1.1
ефективність	1.69
ефектний	2.0
ефемерний	-1.5
ефронтерія	-2.0
ефузивний	2.0
ефузивно	2.0
ефузивність	2.0
жага	1.0
жаданий	1.5
жадання	1.0
жадоба	-1.4
жадібний	-1.4
жадібно	2.0
жадібність	-1.0
жалити	-1.4166666666666667
жало	-1.6
жалоба	-1.8
жалосний	-1.0
жалувати	-1.6666666666666667
жалуватися	-1.4
жаль	-1.25
жалюгідний	-1.9
жалюгідно	-2.0
жалюгідність	-2.0
жалібно	-1.7
жалісливий	1.5
жалісно	-2.0
жалітися	-1.0
жандарм	-1.0
жаркий	1.2
жартувати	1.0
жартівливий	1.0
жасмин	1.6
жах	-2.0
жахати	-1.0
жахатися	-2.0
жахає	-2.0
жахається	-2.0
жахливий	-1.815
жахливо	-1.0
жахливість	-1.6
жахнутися	-2.0
жвавий	1.7
жваво	1.2
жебрак	-1.0
жебрацтво	-2.0
жебрацький	-2.0
жемчуг	1.4
женити	1.0
жертва	-1.9166666666666667
жертва аборту	-2.0
жертвувати	-1.5333333333333332
жерти	-1.8666666666666665
живий	1.25
живити	2.0
живитися	1.2
живлення	1.7
живлющий	1.4
живність	1.0
живоносний	1.5
живоплот	-2.0
животрепетне	1.5
живоїд	-1.6
живучий	1.3333333333333333
живчик	1.6
жид	-1.4000000000000001
жидівський	-1.5
жирно	-2.0
жирність	-1.4
жировий	-1.5
жиру	-2.0
жирувати	-2.0
жируватися	-1.0
жируха	-1.4
житець	1.4
жити	1.5
жито	1.0
житомирський	1.0
життя	1.5
життєвий	1.815
життєво	1.0
життєдіяльність	1.2
життєздатний	1.5999999999999999
життєпис	1.0
життєрадісний	1.375
життєстверджуючий	1.4000000000000001
жменя	1.0
жнива	1.0
жовтуха	-1.4
жовтяничний	-2.0
жовч	-1.2
жовчний	-1.0
жопа	-2.0
жорсткий	-1.25
жорстко	-1.7
жорсткіше	2.0
жорстокий	-1.75
жорстоко	-1.8
жорстокість	-2.0
жорстокіший	-2.0
жриця	1.5
жування	2.0
жулик	-2.0
жура	-1.5
журавлина	1.0
журба	-1.8
журитися	-1.0
журливий	-2.0
журливо	-2.0
жінка	1.25
жіноцтво	1.4
жіночна	2.0
жіночний	1.5
з вдячністю	2.0
з ентузіазмом	2.0
з жалем	-2.0
з жахом	2.0
з каяттям	-2.0
з ложки	-2.0
з нагодою	2.0
з осудом	-2.0
з повагою	2.0
з радістю	2.0
з розбитим серцем	-2.0
з сумом	-2.0
з'явитися	1.0
з'являтися	1.13
з'ясувати	1.0
з'єднувати	1.2
з'їдливий	-2.0
з'їдливо	-2.0
з'їзд	1.0
за іронією долі	-2.0
заангажований	-1.4
заарештований	-1.1333333333333333
забавка	1.2
забезпечений	1.2
забезпечення	1.5
забезпечити	1.13
забезпечувати	1.5
забетонувати	-2.0
забивати	-1.5
забитий	-1.6
заблокувати	-1.0
заблудлий	-1.5
заблукати	-1.0
забобон	-1.4
забобонний	-2.0
заболочений	-2.0
заборгованість	-1.4
заборгувати	-1.6
заборона	-1.38
заборонений	-1.5
заборонено	-2.0
заборонити	-1.25
заборонний	-1.0
забороняти	-1.4000000000000001
заборонятися	-1.4666666666666668
забороняючи	-2.0
забрати	-1.0
забруднений	-1.8
забруднення	-1.315
забруднені	-2.0
забруднювати	-1.6
забруднювачі	-2.0
забруднюючий	-2.0
забруднює	-2.0
забувати	-1.75
забуваючи	-2.0
забуваючий	-2.0
забудькувато	-2.0
забудькуватість	-2.0
забути	-1.0
забутий	-1.0
забуття	-1.2
забій	-2.0
зав'язувати	1.2
завагітніти	-1.0666666666666667
завадити	-1.0
заважати	-1.625
заважають	-2.0
завалити	-2.0
завдано шкоди	-2.0
завдати	-1.2
завдаток	1.0
завербовувати	-1.5
завербувати	-2.0
завершити	1.3333333333333333
завершитися	1.4
завершувати	1.0
завершуватися	1.2
завестися	-2.0
завжди	1.38
завзятий	1.0
завзяття	1.6
завзятість	1.3
завивання	-1.5
завивати	-1.5
завидний	1.0
завидник	-1.6
завидно	2.0
завинити	-2.0
зависає	-2.0
завищена оцінка	-2.0
завищена ціна	-2.0
завищує	-2.0
завмер	-2.0
заводити	-1.4
заводний	2.0
заворожуюче	2.0
заворожує	2.0
заворушення	-1.4
завоювання	-1.2
завчасний	1.5
завязаний	-2.0
завіт	2.0
загадка	1.0
загадково	-2.0
загадковість	-2.0
загазований	-1.4
загазованість	-1.0
загальнодержавний	1.2
загальнолюдський	1.5
загальносвітовий	1.5
заганяти	-1.7333333333333334
загарбник	-1.0
загартований	-2.0
загартовувати	2.0
загартувати	1.2
загибати	-1.8
загибель	-1.4
загиблий	-2.0
загинути	-1.875
заговорювати	-2.0
загоряння	-1.6
загорітися	-1.6
загострення	-1.4
загострити	-1.6
загострювати	-1.5
загострюватися	-1.0
заготівля	1.2
загоєння	1.4
загоїтися	1.6
загрожувати	-1.75
загрожує життю	-2.0
загроза	-1.375
загрозливий	-1.4
загрозливо	-2.0
загрузнути	-2.0
загубити	-1.5333333333333332
загублений	-1.815
задавити	-1.4
задавлювати	-1.5
задавнений	-1.5999999999999999
задаток	1.2
задерикуватий	2.0
задихатися	-1.9
задишка	2.0
задній	-1.2
задоволений	1.2
задоволення	1.875
задовольняти	1.2
задовільний	1.0
задовільно	2.0
задумливо	2.0
задумуватися	1.0
задурити	-2.0
задушевний	1.0
задушений	-2.0
задушити	-1.0
задушливий	-1.5
задушливо	-2.0
задіяний	-1.1333333333333333
зажерливий	-2.0
зажертися	-2.0
зажурився	-2.0
заздрити	-1.4
заздрісний	-1.0
заздрість	-1.4
зазнати невдачі	-2.0
зазначати	1.0
зазомбований	-1.8
зазубрений	-2.0
зазіхати	-2.0
зайвий	-1.065
займання	-1.2
займатися	1.38
зайнятий	-1.3
зайнятість	-2.0
зайобувати	-2.0
закарпаття	1.0
закатований	-1.6
закид	-1.2
закинутий	-1.4
заклад	1.38
закладати	-1.0
закликати	1.065
заклинально	2.0
заклопотаність	-1.5
заколотник	-2.0
закомплексований	-1.4666666666666668
законно	2.0
законослухняна	2.0
закопувати	-2.0
закордонний	1.13
закостенілий	-1.0
закоханий	1.88
закоханість	1.8
закохати	1.4
закохатися	1.4
закохувати	1.6
закохуватися	1.5999999999999999
закриватися	-1.0
закритий	-1.0
закритися	-1.0
закриття	-1.13
закріплювати	1.4
закупорений	-2.0
закупорити	-2.0
закупорка	-2.0
закупорює	-2.0
закупівля	1.25
закурювати	1.5
закусити	-2.0
закуска	1.4
закінчився термін дії	-2.0
закінчити	-1.2666666666666666
закінчується	-2.0
заламувати	-1.4
залежати	-1.25
залежний	-1.565
залежність	-1.5
залишений	-1.2
залишити	-1.0
залп	-1.2
залучати	1.2933333333333332
залучення	1.44
залюбки	1.9
заляканий	-1.8
залякування	-1.3
залякувати	-2.0
замало	-1.2
замальовка	1.0
заманили	2.0
заманити	2.0
заманливий	1.1333333333333333
заманливо	2.0
замаскований	-2.0
замах	-1.9333333333333333
замерзає	-2.0
замерзлий	-1.6
замикати	-1.4666666666666668
заминка	-1.2
замкнений	-1.2
замкнутий	-1.5333333333333332
замовити	1.2
замовкнути	-2.0
замовчування	-1.2
замовчувати	-1.5333333333333332
заможний	1.6
замордований	-1.8
замордувати	-1.6
заморожений	-1.375
заморожування	-1.3
заморозити	-2.0
заморочитися	-1.2
заморочуватися	-1.5
заморський	1.4000000000000001
замучений	-2.0
замучити	-1.8
заміж	1.2
заміжжя	1.0
замінний користувачем	2.0
заміський	1.2
занадто	-1.13
занапастити	-1.8666666666666665
занедбаний	-1.4
занепад	-1.3
занепадницький	-1.5
занепокоєння	-1.2
занепокоїтися	-1.6666666666666667
занижений	-1.6
занудити	-2.0
занудний	-1.5
занудьгувати	-1.5
занурюватися	1.4
заохочення	2.0
заохочувальний	1.5
заохочувати	1.625
заощаджений	1.2
заощадження	1.9
заощаджувати	1.38
заощаджувач	2.0
заощадити	1.4
запалений	-2.0
запалення	-1.3
запалити	-1.4
запам'ятати	1.4
запам'ятовування	1.4
запам'ятовувати	1.0
запаморочення	-1.4
запаморочливий	0.9333333333333332
запаморочливо	-2.0
запас	1.13
запахи	-2.0
запахло	-2.0
запашний	1.8
запевнити	1.3
запевняючи	2.0
запеклий	-1.25
заперечення	-1.25
заперечувати	-1.1
заперечуючи	-2.0
запечений	1.2
запилений	-2.0
запланувати	1.4
заплутаний	-1.2
заплутатися	-2.0
заплутувати	-1.0
запльовувати	-1.8
заплямовування	-2.0
заплямувати	-2.0
запобігання	1.13
запобігати	1.1666666666666667
запобігти	1.2
запобіжний	1.2
заповзятливий	2.0
заповідник	1.8
заповітний	1.0
заподіювати	-2.0
заподіяний	-2.0
заполонити	-1.0
запороти	-2.0
запорука	1.4
започатковувати	1.6
започаткувати	1.6
заправка	1.0
запрацьовувати	1.4
запрацювати	1.0
запроваджений	1.0
запроваджувати	1.13
запроданець	-2.0
запропонувати	1.13
запросити	1.4
запроторити	-2.0
запроторювати	-2.0
запрошений	1.0
запрошення	1.2
запідозрити	-1.5333333333333332
запідозрювати	-1.2666666666666666
запізнення	-1.2
запізно	-1.0
запізнюватися	-1.6
заражати	-2.0
заражатися	-1.4000000000000001
заражений	-1.75
зараження	-1.5833333333333333
зараза	-2.0
заразити	-1.9
заразитися	-2.0
заразний	-1.9
зарватися	-2.0
зарепетувати	-2.0
заробити	1.0
заробляти	1.25
заробіток	1.38
зародження	1.4
зароджуватися	1.0
зарозумілий	-2.0
зарозуміло	-2.0
зарозумілість	-2.0
зарплата	1.75
зарплатня	1.4
зарубіжжя	1.2
заручник	-1.875
заряд	-1.6
заряджати	1.0
зарядити енергією	2.0
зарядитися	1.5
зарядка	1.8
зарізаний	-2.0
зарізати	-2.0
засвоювати	1.6
засвоюватися	1.0
засвоєння	1.2
засвоїти	1.4
засвітити	-1.2
засвічуватись	-1.5
заселення	1.6
засихати	-1.2
заслання	-1.6
заслуга	1.19
заслуговувати	1.0
заслуговує довіри	2.0
заслуговує на увагу	2.0
заслужений	2.0
заслужено	1.0
заслужити	1.4666666666666668
засліплювати	2.0
засліплюючий	-2.0
засмучений	-1.6
засмучувати	-1.0
засмучуватися	-1.5
засмучуючи	-2.0
засмічений	-1.8
засмічення	-1.2
засмічуватися	-2.0
засмічується	-2.0
засміяти	-1.8
засновниця	1.2
засновувати	1.4
заснування	1.2
заспокоювати	1.5433333333333332
заспокоюватися	1.5
заспокоїти	1.6
заспокійливо	2.0
заспівати	1.0
заставити	-1.2
застарівати	-1.5
застарілий	-1.0
застережливий	-2.0
застерігати	1.0
застогнати	-2.0
застою	-2.0
застоюватися	-2.0
застрелити	-1.8
застрелитися	-1.8
застрелюватися	-1.5
застрявати	-1.2
застряг	-2.0
застрягати	-2.0
застрягнути	-1.4
застрілювати	-1.8
застуда	-1.5
заступитися	1.4
застій	-2.0
застійний	-1.0
засуджений	-1.5
засудження	-1.6
засуджувати	-1.125
засуджуючи	-2.0
засуджує	-2.0
засудити	-1.4
засіб	1.625
засідка	-1.0
затаєний	-2.0
затвердження	1.3
затвердити	1.375
затвердіти	-2.0
затемнена	-2.0
затемнений	-2.0
затемнює	-2.0
затишний	1.0
затишок	1.75
затишшя	-2.0
затока	1.2
затонув	-2.0
затонула	-2.0
затоплення	-1.4666666666666668
затоплювати	-1.5
затор	-1.8
затори	-2.0
заторможений	-2.0
затриманий	-1.2
затримання	-1.1
затримати	-1.4666666666666668
затримка	-1.7
затримувати	-1.3766666666666667
затримується	-2.0
затхлий	-2.0
затьмарити	-1.0
затягнув	-2.0
затягувати	-1.0
затягуватися	-1.3333333333333333
затягуючи	-2.0
затяжний	-1.5
затінювати	-1.2
зауваження	-1.5333333333333332
зафіксовувати	1.0
захват	2.0
захворювання	-1.44
захворюваність	-1.8
захворіти	-1.815
захисний	1.44
захисник	1.8
захист	1.315
захистити	1.75
захиститися	1.6
захищати	1.63
захищатися	1.4
захищений	1.6
захищеність	1.6
захланний	-2.0
заховати	-1.5333333333333332
захоплення	1.7
захоплювати	1.44
захоплюючись	2.0
захоплюючі	2.0
захоронити	-1.2
захід	1.13
зацвілий	-1.6
зацвісти	1.4
зацвітання	1.4
зациклюватися	-1.5
зацікавити	1.38
зацікавитися	1.4
зацікавлений	-2.0
зацікавлений у власних інтересах	-2.0
зацікавленість	1.88
зацікавлювати	1.4666666666666668
зачаровувати	1.0
зачарування	1.5
зачарувати	1.6
зачепився	-2.0
зачепити	-1.2
зачинений	-1.0
зачіпання	-2.0
зачіпати	-1.6
зашипіло	-2.0
зашити	-2.0
зашкалювати	-1.5
зашкарублий	-1.5
зашкварний	-1.4
зашкутильгати	-2.0
зашморг	-2.0
заїдати	-2.0
заїкався	-2.0
заїкатися	-2.0
заїкається	-2.0
збагатити	1.2
збагатитися	1.0
збагачення	2.0
збагачувати	1.4
збагачуватися	2.0
збагнути	1.2
збалансований	1.2
збалансованість	1.6
збанкрутувати	-1.9333333333333333
збентежує	-2.0
зберегти	1.13
зберегтися	1.0
збережений	1.4
збереження	1.38
зберігання	1.0
зберігати	1.46
збивати	-1.4
збитки	-2.0
збитковий	-1.0
збиток	-1.6266666666666667
зближатися	1.2
зближення	1.5
зближувати	1.0
зблизитися	1.2
зболений	-1.6
збоченець	-1.9333333333333333
збочення	-1.5
збоченці	-2.0
збоченість	-2.0
збочинець	-2.0
збочувати	-1.5
збрехав	-2.0
збрехати	-2.0
збройний	-1.6
зброя	-1.4166666666666667
збуватися	1.0
збудження	0.9
збуджувати	2.0
збуджувач	-1.2
збуджує	2.0
збудливий	2.0
збудник	-1.3333333333333333
збудувати	1.4
збунтуватися	-2.0
збурений	-1.4
збурення	-1.6
збурити	-1.8666666666666665
збутися	2.0
збіднювати	-2.0
збіднілий	-2.0
збій	-2.0
збільшувати	1.4166666666666667
збір	1.13
збірник	1.0
зв'язок	1.63
зважений	1.4000000000000001
зважуватися	1.0
звалити	-2.0
звалище	-1.75
звалювати	-1.8
звалюватися	-1.5
звання	1.2
зведення	1.2
зверхньо	-1.0
зверхній	-1.4
зверхність	-1.8
зверху	2.0
зверху важкий	-2.0
звершений	1.5
звивистий	-2.0
звинуватити	-2.0
звинувачення	-1.065
звинувачувати	-1.69
звинувачуюче	-2.0
звинувачуючи	-2.0
звинувачує	-2.0
звисає	-2.0
звитяга	1.2
звичай	1.0
зводити	-1.25
зволікання	-2.0
зволікати	-0.9
зволікає	-2.0
зворотний бік	-2.0
зворотний переказ	-2.0
зворотний прикус	-2.0
зворушливий	1.2666666666666666
зворушливо	2.0
звучати	1.125
звільнений	0.9
звільнені	-2.0
звіринець	-1.2
звірства	-2.0
звірство	-2.0
звіряче	-2.0
звірячий	-2.0
звіріти	-1.5
звісно	1.0
звістка	1.0
зв’язний	2.0
зв’язок	2.0
згадувати	1.25
зганьбити	-1.8
згарище	-1.6
згасати	-1.6
згвалтування	-2.0
згвалтувати	-2.0
згинути	-2.0
зглянутися	1.0
згода	1.25
згодитися	1.2
згорання	-1.6
згорати	-1.6
згорьований	-2.0
згоряння	-1.6
згоряти	-1.4
згоріти	-1.8
зграя	-1.0666666666666667
згруповувати	1.0
згрібали	-2.0
згубити	-1.6
згубний	-1.4
згубно	-2.0
згуртований	1.2
згуртованість	2.0
згущенка	1.2
здавлюючи	-2.0
здатен	1.2
здатися	-1.6
здатність	1.69
здвиження	1.4
здерти	-2.0
здешевити	-2.0
здивований	1.4
здивувати	1.25
здирство	-1.5
здобувати	1.0
здобути	1.4000000000000001
здобутки	2.0
здобуто	2.0
здобуток	1.88
здобуття	1.4
здогадатися	1.2
здогадка	1.2
здогадуватися	1.0
здолати	1.46
здоров'я	1.88
здоров'ячко	1.6
здоровенний	-2.0
здоровенький	1.6
здоровий	1.63
здорово	2.0
здоровість	2.0
здорожчати	-1.3766666666666667
здохнути	-2.0
здравий	1.5
здраво	1.5
здравомислячий	1.5
здібний	1.5
здібність	1.5
здійснений	1.0
здійсненний	2.0
здійснення	1.13
здійснено	2.0
здійснив революцію	2.0
здійснити революцію	2.0
здійснювати	1.25
зек	-1.5
землевласник	1.2
землерийка	-2.0
землетрус	-1.6
земля	1.38
зеніт	1.7
зернистий	-2.0
зерно	1.0
зерносховище	1.0
злагода	1.5333333333333332
злагоджений	1.5
злагоджено	1.6
зламався	-2.0
зламаний	-2.0
зламати	-1.8666666666666665
зламатися	-1.8
зламувати	-1.5999999999999999
зле	-1.5
злет	1.0
злив	-1.0
злива	-1.0
зливати	-1.2
злидар	-2.0
злидень	-2.0
злидні	-1.5
злий	-1.7
злити	-2.0
злитися	-1.3333333333333333
злиття	1.2666666666666666
зло	-1.6266666666666667
злоба	-1.6
злобно	-2.0
зловживання	-1.815
зловживати	-1.2
зловживають	-2.0
зловмисний	-1.0
зловмисник	-1.9166666666666667
зловмисниця	-1.8
зловмисно	-2.0
злодій	-1.8
злодійка	-2.0
злодійський	-2.0
злодіяння	-2.0
злом	-1.5
зломлений	-2.0
злопам'ятний	-2.0
злорадний	-1.5
злочин	-1.5
злочинець	-2.0
злочинний	-1.9
злочинниця	-2.0
злочинність	-2.0
злощасний	-1.0
злощастий	-2.0
злоякісний	-1.3
злющий	-1.6
злягати	-1.2
злякати	-2.0
злякатися	-1.5
злісний	-2.0
злість	-1.7
змагальний	-2.0
зменшуватися	-1.5999999999999999
зменшується	-2.0
змести	-2.0
змивання	-2.0
змилостивитися	1.4
змова	-1.0
змови	-2.0
змовник	-1.0
змогти	1.13
зморшка	-1.7
зморшки	-2.0
зморшкуватий	-2.0
зморщитися	-2.0
змужніти	1.4
змусити	-1.6
змучений	-1.2
змучити	-1.4
змушений	-1.38
змушувати	-1.5
змілілий	-1.0
змінювати	1.25
змістовний	1.0
змітати	-1.5
зміцнення	1.5
зміцнити	1.5
зміцнювати	1.2
змія	-1.8
знайдений	1.0
знайдибiда	-2.0
знайомий	1.0
знайомити	1.2
знайомитися	1.6
знайомість	1.2
знайти	1.25
знайтися	1.2
знак	1.1266666666666667
знаковий	1.4
знаменитий	1.0
знаменито	2.0
знаменний	1.5
знання	1.63
знати	1.25
знаходити	1.13
знахідка	1.75
значимий	1.2
значний	0.94
значущий	1.4
значущим	2.0
зневага	-1.8
зневагу	-2.0
зневажати	-1.7
зневажаючи	-2.0
зневажається	-2.0
зневаження	-2.0
зневажливий	-1.2
зневоднення	-1.8
зневірено	-2.0
зневіреність	-2.0
зневірившись	-2.0
зневірити	-2.0
знедолених	-2.0
знедолювати	-2.0
знезараження	1.2
знелюднити	-2.0
знеможений	-2.0
знеохочення	-2.0
знеохочувати	-2.0
знеохочуюче	-2.0
знеохочує	-2.0
знервований	-2.0
знерухомлений	-2.0
знесення	-1.8
знесилення	-2.0
знесилювати	-2.0
знеславлення	-1.6
знести	-2.0
знеструмлення	-1.4
знехотя	-1.5
знецінення	-1.8
знецінювати	-1.6
знешкоджувати	1.5
знижка	1.75
знижуватися	-0.9566666666666667
знизати плечима	-2.0
знизити рейтинг	-2.0
зниклий	-1.4
зникнення	-1.38
зникнути	-1.4666666666666668
знищений	-1.9333333333333333
знищення	-1.44
знищені	-2.0
знищити	-1.7
знищувати	-1.125
знищуватися	-1.5
знос	-1.5
зносник	-2.0
зношений	-1.3
знуджений	-1.4
знущальний	-1.5
знущання	-1.75
знущатися	-1.9166666666666667
знівелювати	-1.2
зніматися	1.0
знічуватися	-1.0
зніяковілість	-1.5
зобов'язувати	-1.0833333333333333
зовнішність	1.2
золотий	1.3333333333333333
золотистий	1.2
золото	1.7
золотуха	-1.6
зомбувати	-2.0
зомбі	-1.0
зоозахисник	1.8
зоолог	1.2
зоряно	2.0
зорієнтуватися	1.0
зосередженість	1.6
зосереджуватися	1.2
зосередитися	1.6
зрада	-1.815
зраджувати	-1.6666666666666667
зраджує	-2.0
зради	-2.0
зрадити	-1.8
зрадник	-2.0
зрадництво	-2.0
зрадницький	-2.0
зрадницько	-2.0
зрадниця	-2.0
зразковий	1.6
зразок	1.13
зреагувати	1.2
зректися	-2.0
зречення	-1.7
зрив	-1.8
зривати	-1.7333333333333334
зриватися	-1.2
зробити	1.38
зрозумілий	1.69
зрозуміло	1.565
зрозумілість	1.0
зрозуміти	1.0
зростання	1.25
зростати	1.13
зрости	1.4
зруйнований	-1.8
зруйнувати	-1.8
зручний	1.19
зручний для дітей	2.0
зручний для користувача	2.0
зручно	1.0
зручні	2.0
зручність	1.4
зручніше	2.0
зрушення	1.0
зрілий	1.0
зріло	2.0
зрілі	2.0
зрілість	2.0
зсу	1.2
зсув	-1.5
зубожілий	-1.5
зуміти	1.5
зупинення	-1.2
зупинка	-0.9566666666666667
зустрінути	1.5
зустріти	1.0
зустріч	1.38
зустрічатися	1.2
зухвалий	1.0
зухвальство	-2.0
зхиблений	-2.0
зцілення	1.8
зцілити	2.0
зціпити	-2.0
зчинити	-1.5
зчиняти	-2.0
зчитувати	1.0
зшивати	1.2
зять	1.2
зібраний	1.2
зігнута	-2.0
зіграти	1.2
зігріваючий	1.8
зігріваючий серце	2.0
зізнаватися	-1.04
зім'ятий	-2.0
зіпсований	-1.8
зіпсував	-2.0
зіпсувати	-1.2
зіпсуватися	-2.0
зір	1.63
зірваний	-1.2
зірвати	-2.0
зірка	1.3766666666666667
зіткнення	-1.2
зіткнувся	-2.0
зіштовхнути	-1.0
зіштовхнутися	-1.2
зіштовхувати	-1.2
зґвалтований	-2.0
зґвалтування	-2.0
зґвалтувати	-2.0
йогурт	1.4
йти	1.25
кав'ярня	1.5
кава	1.0
каверза	-2.0
кавомашина	1.0
казати	1.0
казах	1.0
казка	1.13
казковий	1.4666666666666668
казково	2.0
казнокрад	-1.5
кайдани	-1.6
каламути	-2.0
кальцій	1.2
каліка	-2.0
каліки	-2.0
каліцтво	-2.0
калічити	-1.5333333333333332
калічить	-2.0
камерний	1.5
кам’янець-подільський	1.38
канабіс	-1.2
канадець	1.25
канадці	1.25
канібалізувати	-2.0
канів	1.0
канікули	2.0
капали	-2.0
капати	-1.5333333333333332
капає	-2.0
капут	-2.0
капітал	1.0
капіталіст	-1.5
капітулювати	-1.6
кар'єра	1.38
кара	-1.4
каральний	-1.9
карамель	1.2
карантин	-1.75
карантинний	-1.75
карати	-1.815
каратися	-2.0
караючи	-2.0
карається	-2.0
карикатура	-1.4
карколомний	1.0
карлик	-2.0
карнавал	1.2
карний	-1.0
карпати	1.88
картання	-1.4
картати	-1.9333333333333333
картатий	-2.0
карусель	1.0
карцер	-2.0
кастрація	-1.4
кастрований	-1.6
кастрування	-1.2
каструля	-0.9
кастувати	-2.0
кат	-2.0
катаклізм	-1.5
катаклізмальний	-2.0
катаклізмічний	-2.0
катаклізмічно	-2.0
катастрофа	-1.5
катастрофічний	-1.6
катастрофічно	-2.0
кататися	1.0
катафалк	-1.8
категоричний	-1.5999999999999999
категорично	-1.2
каток	1.0
каторга	-2.0
каторжна	-2.0
катування	-2.0
катувати	-2.0
катівня	-2.0
кафе	1.38
кацап	-2.0
каш	-2.0
кашель	-1.6
кашляти	-1.75
кашоподібний	-2.0
каюта	1.5
каятися	-2.0
кваліфікаційний	1.0
кваліфікований	1.4
кваліфіковано	2.0
кваліфікуватися	1.3
квапитися	-1.0
квапливий	-1.0
квартира	1.5
кволий	-1.5999999999999999
квір	-2.0
квітень	1.0
квіти	1.5
квітка	1.38
квітнути	1.4
квітучий	1.6
кепкувати	-1.8
кепський	-1.5
кепсько	-2.0
керований	1.3
керч	1.0
керівництво	1.065
кесарів	-1.4
кидатися	-1.5999999999999999
кинути	-1.25
кинути виклик	-2.0
кинутий	-2.0
кипить	-2.0
кипучий	2.0
кипіння	-1.1
кипіть	-2.0
кип’ятити	-2.0
кирпатий	-2.0
кисень	1.0
кислий	-1.0
кислота	-1.0
кислотний	-1.6
кисневий	1.0
китай	-1.5
кишковий	2.0
київ	1.38
кладовище	-1.6
класика	1.4
класифікували	-2.0
класичний	1.5
класний	1.3
клеймити	-2.0
клеймо	-2.0
клин	-2.0
клон	-1.0
клоп	-1.2
клопотано	2.0
клопоти	-2.0
клопотливий	2.0
клопітка	-2.0
клопітно	-2.0
клофелін	-2.0
клубки	-2.0
клубок	-2.0
кльокати	-2.0
клясти	-1.4
клятий	-1.6
кліка	-2.0
клікнув	-2.0
клінінг	1.0
клінічний	-1.38
кліше	-1.5
кліщ	-1.4
кмітливий	1.5333333333333332
кмітливо	2.0
кмітливість	2.0
книга	1.5
книгарня	1.8
книжка	1.63
книжковий	1.2
кобзар	1.2
ковзанка	1.5
ковткий	-2.0
ковід	-2.0
козак	1.0
козацький	1.13
козел відпущення	-2.0
козирний	2.0
койка	-1.2
кокаїн	-2.0
коктейль	1.0
колаборація	1.2
колапс	-1.7333333333333334
колективний	1.0
коливатися	-1.1333333333333333
колиска	1.2
колись	-1.1333333333333333
колишній	-1.38
коломия	1.38
колонія	-1.2
колосальний	1.0
колоти	-1.4
кольоровий	1.0
колючі	-2.0
коляда	1.8
колядник	1.2
кома	-1.8
команда	-1.0
командний	1.4
комбінаційний	1.5
комбінований	1.5
комедійний	1.4
комедія	1.3333333333333333
комп	1.4
комп'ютер	1.13
комп'ютерний	1.25
компактний	1.5
компактно	2.0
компанійський	1.5999999999999999
компетентний	1.46
компетентність	1.6
комплексний	1.1333333333333333
комплімент	1.4
композитор	1.2
компот	1.0
компромат	-1.6
компроміс	1.46
компромісний	1.0
компульсивний	-2.0
комунізм	-1.0
комунікабельний	1.8
комунікабельність	1.5333333333333332
комунікативний	1.2
комунікативність	1.4
комунікаційний	1.0
комунікація	1.13
комуніст	-1.4
комфорт	1.9
комфортабельний	1.4000000000000001
комфортний	1.4666666666666668
комфортно	0.9
конвульсія	-2.0
кондитер	1.4
кондитерський	1.4
кондиціонер	1.0
конкретний	1.0
конкурент	-1.25
конкурентоспроможний	1.5
конкурентоспроможні	2.0
конкурс	1.2933333333333332
конопля	-1.2
коноплярство	-1.2
консервативний	-0.9
консерватор	-1.2
консерваторія	1.0
консолі	-2.0
конспіративний	-2.0
конституція	1.4
конструктивний	1.3
конструкція	1.2666666666666666
контрабанда	-1.5999999999999999
контрастність	2.0
контратаки	2.0
контрацепція	1.2
контрнаступ	2.0
контртерористичний	1.5
конфлікт	-1.25
конфлікти	-2.0
конфліктний	-1.5333333333333332
конфліктні	-2.0
конфліктувати	-1.9333333333333333
конфронтаційний	-2.0
конфронтація	-1.4
конфуз	-1.2
конфіденційність	1.0
конфіскація	-1.5
конфіскувати	-1.5333333333333332
концентрат	-2.0
концентраційний	-2.0
концерт	1.5
концесія	-2.0
концтабір	-1.5
кон’юнктурний	-2.0
кооперативний	2.0
кооперативно	2.0
копалина	1.4
копати	-1.2666666666666666
копенгаген	1.38
копійка	1.0
копійчаний	-1.5
копіткий	1.0
корабельна аварія	-2.0
корал	1.0
кораловий	1.0
коректний	1.5
коректно	1.6
коректність	1.2
коректувати	1.0
корекція	1.0
корисливий	-1.4000000000000001
корисний	1.25
корисно	1.7
користується	2.0
користь	1.75
коритися	-1.6
коровай	1.2
корозія	-2.0
корозії	-2.0
королева	1.38
король	1.6
королівство	1.2
королівський	1.38
корона	1.0
коронавірус	-1.88
коронавірусний	-1.75
коронакриза	-1.8
короста	-2.0
коростень	1.0
коротенький	1.5
короткий обмін	-2.0
короткозорий	-2.0
короткозорість	-2.0
короткочасність	-2.0
корумпований	-1.9
корумпувати	-1.5
корупційний	-1.9333333333333333
корупціонер	-1.6666666666666667
корупція	-1.44
корчитися	-2.0
корчі	-2.0
корявий	-1.5
коріння	1.0666666666666667
косач	1.4
косий	-2.0
косметика	1.4
космонавт	1.2
косо	-2.0
котеня	1.8
коукі	-2.0
коуч	1.2
кохана	1.8
коханий	2.0
коханка	-1.6
кохання	1.875
кохати	2.0
коцюбинський	1.2
кошеня	1.6
кошмар	-1.9
кошмарний	-1.0
